order,expected_use_time
7849,428.73685
7850,665.9293
7851,386.1547
7852,324.66196
7853,382.69232
7854,650.8394
7855,420.58014
7856,778.5681
7857,589.89374
7858,675.4446
7859,357.49854
7860,653.09314
7861,330.79718
7862,503.56027
7863,262.2694
7864,636.5926
7865,214.07304
7866,482.84738
7867,161.82849
7868,398.8257
7869,291.00827
7870,309.21222
7871,192.18553
7872,609.46533
7873,164.69983
7874,410.34814
7875,440.1289
7876,601.3537
7877,236.71335
7878,626.0229
7879,344.8539
7880,1119.6727
7881,151.05978
7882,521.0077
7883,478.8063
7884,676.84235
7885,30.465563
7886,430.59872
7887,246.21887
7888,606.69617
7889,333.32132
7890,875.1227
7891,26.557314
7892,479.06622
7893,249.51997
7894,562.5911
7895,533.7718
7896,670.94727
7897,567.5489
7898,714.59625
7899,70.48784
7900,92.11189
7901,347.8645
7902,374.89713
7903,243.6842
7904,753.0775
7905,239.78331
7906,419.7171
7907,247.99203
7908,612.2654
7909,293.1829
7910,1052.6442
7911,284.25302
7912,307.81503
7913,14.983394
7914,776.7776
7915,720.50116
7916,159.74695
7917,230.35423
7918,1060.1052
7919,161.09952
7920,86.79137
7921,32.7008
7922,42.734215
7923,401.8233
7924,284.73816
7925,333.12997
7926,479.28674
7927,301.01184
7928,209.44072
7929,295.47324
7930,900.2964
7931,208.80423
7932,446.36356
7933,898.6986
7934,560.48883
7935,39.17427
7936,344.63998
7937,328.46094
7938,562.12537
7939,467.47064
7940,1169.8917
7941,31.15059
7942,358.41888
7943,369.07712
7944,277.6431
7945,311.99237
7946,1091.62
7947,10.43116
7948,168.10622
7949,360.08084
7950,402.94055
7951,476.8544
7952,687.4814
7953,29.954714
7954,35.478706
7955,429.43793
7956,319.17178
7957,413.8654
7958,914.7706
7959,349.60336
7960,716.7495
7961,499.9985
7962,741.8524
7963,323.87683
7964,456.683
7965,244.45267
7966,613.74817
7967,165.35606
7968,306.31567
7969,267.30267
7970,118.83435
7971,765.14166
7972,753.9475
7973,228.6382
7974,269.99316
7975,402.51978
7976,368.57446
7977,276.34305
7978,447.13763
7979,109.86071
7980,419.26895
7981,505.1988
7982,465.2264
7983,8.44713
7984,244.70778
7985,592.805
7986,389.04974
7987,342.7998
7988,951.8203
7989,95.2569
7990,307.27863
7991,539.4149
7992,1337.94
7993,51.22146
7994,9.865578
7995,81.69943
7996,130.35762
7997,332.82504
7998,342.37463
7999,369.7352
8000,219.18048
8001,607.7925
8002,987.96185
8003,141.38081
8004,297.6464
8005,676.8023
8006,450.9871
8007,574.4413
8008,585.13855
8009,273.06122
8010,357.22305
8011,408.4169
8012,507.15884
8013,621.46204
8014,980.18066
8015,515.50214
8016,193.99835
8017,369.98212
8018,540.95
8019,380.5281
8020,546.5198
8021,432.51355
8022,926.6006
8023,393.47427
8024,535.90234
8025,367.98767
8026,547.51434
8027,454.32144
8028,1370.4335
8029,73.75068
8030,353.61124
8031,5.315354
8032,381.40585
8033,238.90475
8034,547.47925
8035,327.2477
8036,590.939
8037,369.48984
8038,341.05447
8039,310.45447
8040,689.61145
8041,5.678465
8042,381.91473
8043,161.64838
8044,577.3223
8045,68.52058
8046,399.34048
8047,27.12177
8048,701.3764
8049,448.39047
8050,399.6729
8051,562.7698
8052,519.9646
8053,343.95398
8054,512.47284
8055,10.605597
8056,345.18912
8057,363.08823
8058,277.6645
8059,696.47064
8060,1109.8145
8061,154.76753
8062,180.6215
8063,159.35876
8064,410.86884
8065,395.29114
8066,617.56494
8067,439.26508
8068,486.6089
8069,302.35815
8070,394.35468
8071,244.56233
8072,235.71689
8073,130.09651
8074,65.48161
8075,349.31735
8076,286.36948
8077,267.67
8078,289.791
8079,300.10974
8080,602.6532
8081,281.09518
8082,300.0567
8083,207.6113
8084,915.54144
8085,326.7423
8086,197.4272
8087,659.1984
8088,677.09
8089,28.899414
8090,337.0733
8091,462.28802
8092,579.69763
8093,235.28244
8094,642.45245
8095,309.43292
8096,706.5955
8097,301.36218
8098,498.3688
8099,257.25516
8100,676.9455
8101,138.60983
8102,67.00907
8103,19.4674
8104,8.143425
8105,57.146305
8106,376.84003
8107,321.66626
8108,134.59546
8109,107.4996
8110,307.91568
8111,64.69603
8112,367.55145
8113,418.5524
8114,732.784
8115,32.963253
8116,46.084484
8117,52.787323
8118,340.3997
8119,219.90086
8120,778.9025
8121,12.360773
8122,322.79803
8123,552.4169
8124,595.7091
8125,455.6463
8126,751.195
8127,442.8929
8128,615.1994
8129,88.53787
8130,637.2047
8131,360.5066
8132,911.05725
8133,136.98026
8134,372.42892
8135,485.6635
8136,864.3639
8137,99.08433
8138,335.3888
8139,384.0419
8140,437.20407
8141,347.29486
8142,607.43097
8143,413.03003
8144,372.33392
8145,389.71518
8146,14.789092
8147,16.061537
8148,298.20056
8149,193.40376
8150,438.76004
8151,523.61554
8152,821.28455
8153,307.37662
8154,174.63225
8155,12.526228
8156,338.36578
8157,543.58844
8158,911.8823
8159,324.4874
8160,795.58826
8161,386.99866
8162,810.9042
8163,192.47758
8164,417.56357
8165,608.34564
8166,586.0342
8167,458.26917
8168,481.19937
8169,474.8147
8170,353.16962
8171,470.80484
8172,1010.3263
8173,176.42036
8174,440.41052
8175,469.63998
8176,288.77792
8177,584.6567
8178,1131.2086
8179,240.98662
8180,276.84485
8181,554.6126
8182,892.5184
8183,265.79584
8184,407.58496
8185,546.3226
8186,1052.3822
8187,948.4702
8188,648.67584
8189,38.625916
8190,322.14746
8191,97.45787
8192,401.92236
8193,383.28085
8194,293.83743
8195,564.5891
8196,655.68945
8197,876.84174
8198,477.331
8199,392.71512
8200,485.4854
8201,411.92133
8202,614.80664
8203,338.10028
8204,364.1915
8205,32.98582
8206,485.5799
8207,148.43303
8208,520.43976
8209,320.00293
8210,772.18396
8211,482.54932
8212,497.49405
8213,373.38846
8214,260.12436
8215,264.3066
8216,419.81982
8217,511.05615
8218,1093.6256
8219,32.490536
8220,36.23821
8221,380.91772
8222,348.87814
8223,242.12764
8224,912.4517
8225,55.510365
8226,481.84323
8227,290.98874
8228,404.39456
8229,399.31384
8230,350.06348
8231,105.786316
8232,480.45435
8233,470.12247
8234,527.8474
8235,599.70636
8236,537.06226
8237,461.89496
8238,329.05923
8239,347.6307
8240,511.07526
8241,493.39203
8242,736.625
8243,300.16187
8244,380.65408
8245,727.7256
8246,729.6757
8247,274.73508
8248,517.0943
8249,537.663
8250,503.84897
8251,359.9839
8252,371.8259
8253,202.65631
8254,734.42773
8255,329.2282
8256,460.8737
8257,553.416
8258,516.16876
8259,432.00006
8260,342.21704
8261,382.11176
8262,691.87494
8263,-15.46829
8264,160.66891
8265,214.73863
8266,394.22845
8267,364.7229
8268,330.48465
8269,671.35956
8270,382.02014
8271,353.16092
8272,329.21613
8273,440.2822
8274,689.0145
8275,189.83008
8276,218.01411
8277,282.6413
8278,336.93076
8279,319.281
8280,875.2159
8281,89.9218
8282,991.39
8283,267.73203
8284,1083.7996
8285,15.967966
8286,363.1064
8287,378.89972
8288,282.40378
8289,443.47452
8290,784.2366
8291,741.47266
8292,620.22125
8293,103.4691
8294,67.63156
8295,378.42865
8296,391.33832
8297,246.93907
8298,612.0116
8299,54.767536
8300,299.75082
8301,560.59125
8302,433.67828
8303,53.08713
8304,310.77863
8305,361.96912
8306,460.2026
8307,325.01166
8308,284.16064
8309,345.0981
8310,150.04034
8311,606.36694
8312,467.10953
8313,305.71027
8314,1004.3572
8315,94.1378
8316,660.90814
8317,319.35617
8318,1020.5987
8319,354.3311
8320,514.59686
8321,384.01538
8322,508.3701
8323,59.378483
8324,297.1236
8325,494.21707
8326,432.7896
8327,14.7445345
8328,710.947
8329,269.07455
8330,806.9778
8331,322.144
8332,335.05807
8333,483.50476
8334,824.1427
8335,398.35153
8336,50.493347
8337,354.57318
8338,987.7738
8339,331.54575
8340,808.7844
8341,268.54654
8342,335.02362
8343,27.83603
8344,164.16545
8345,353.98138
8346,135.80896
8347,256.22098
8348,247.24718
8349,686.61725
8350,508.9397
8351,97.091515
8352,249.40756
8353,384.3846
8354,981.73615
8355,318.92126
8356,379.72757
8357,261.0653
8358,861.9107
8359,-5.040065
8360,443.16776
8361,235.70805
8362,646.7894
8363,217.15887
8364,292.27664
8365,488.6468
8366,746.0952
8367,256.20602
8368,580.5863
8369,337.95648
8370,533.93207
8371,22.951826
8372,115.586006
8373,451.84967
8374,236.54865
8375,397.88455
8376,408.89435
8377,474.45496
8378,548.01514
8379,118.88317
8380,117.976524
8381,176.36174
8382,489.38852
8383,553.793
8384,1003.5823
8385,217.93938
8386,407.21518
8387,275.945
8388,405.60217
8389,305.12723
8390,1292.6469
8391,65.535255
8392,50.810287
8393,25.457369
8394,580.70544
8395,511.5848
8396,380.79446
8397,156.90234
8398,912.98236
8399,44.13852
8400,57.24775
8401,81.49996
8402,257.7674
8403,511.16965
8404,271.32492
8405,403.9016
8406,306.0698
8407,554.0858
8408,288.42526
8409,355.09198
8410,351.94867
8411,165.92339
8412,500.185
8413,921.62964
8414,1213.2423
8415,42.72595
8416,522.87836
8417,523.68286
8418,449.07303
8419,294.813
8420,333.08496
8421,488.28168
8422,715.2095
8423,239.20676
8424,272.29532
8425,466.03964
8426,484.24234
8427,223.26854
8428,408.55746
8429,267.0963
8430,456.65686
8431,235.11357
8432,305.5453
8433,411.387
8434,475.68726
8435,336.67175
8436,362.54755
8437,418.9023
8438,758.0562
8439,37.751614
8440,444.4528
8441,351.28174
8442,887.4299
8443,5.4179163
8444,634.832
8445,217.5668
8446,870.1806
8447,369.43842
8448,389.32645
8449,813.1356
8450,392.729
8451,607.86774
8452,855.6964
8453,46.59425
8454,534.0068
8455,1049.5387
8456,801.17883
8457,459.2056
8458,527.2673
8459,544.6833
8460,755.1981
8461,31.156944
8462,373.88132
8463,560.8517
8464,851.17914
8465,207.87592
8466,283.72955
8467,52.700733
8468,256.72476
8469,320.01727
8470,447.46954
8471,445.42715
8472,502.39944
8473,370.67715
8474,396.2315
8475,552.75183
8476,469.85052
8477,398.32013
8478,704.80286
8479,3.8823566
8480,580.8816
8481,220.60316
8482,159.38773
8483,474.90015
8484,216.2714
8485,576.8271
8486,248.70956
8487,366.9482
8488,272.25223
8489,12.494422
8490,4.190994
8491,2.135344
8492,291.70584
8493,337.59378
8494,413.4956
8495,205.63312
8496,319.7114
8497,254.89299
8498,682.17865
8499,218.59584
8500,381.76666
8501,98.48824
8502,571.70337
8503,364.2844
8504,346.62717
8505,667.00525
8506,774.85065
8507,889.75836
8508,429.03006
8509,75.34441
8510,369.46118
8511,250.76797
8512,892.84674
8513,360.84265
8514,722.73694
8515,129.24672
8516,141.40111
8517,516.39215
8518,337.50357
8519,858.8989
8520,1128.3506
8521,5.1800857
8522,241.0186
8523,545.3765
8524,447.37457
8525,567.22003
8526,619.9409
8527,454.28183
8528,1004.84906
8529,274.87277
8530,418.95667
8531,508.36118
8532,822.47406
8533,398.8162
8534,493.95248
8535,270.37955
8536,465.4563
8537,13.287211
8538,325.4328
8539,294.66733
8540,714.06616
8541,529.6289
8542,311.91977
8543,386.16238
8544,632.9715
8545,41.92919
8546,36.623917
8547,44.962135
8548,632.25916
8549,289.64935
8550,251.17929
8551,367.2699
8552,1164.9827
8553,232.17752
8554,269.37112
8555,385.79965
8556,445.7705
8557,276.13104
8558,250.9816
8559,129.91966
8560,746.6854
8561,496.12384
8562,297.34598
8563,472.69434
8564,545.6192
8565,199.5254
8566,468.57816
8567,205.29701
8568,399.7358
8569,377.39377
8570,262.99973
8571,332.07346
8572,425.87766
8573,301.6946
8574,371.6776
8575,321.8896
8576,646.8433
8577,518.386
8578,406.31064
8579,453.4539
8580,671.5618
8581,22.620752
8582,445.72415
8583,385.14618
8584,532.6889
8585,327.76642
8586,771.5525
8587,380.6305
8588,459.26505
8589,420.8577
8590,503.07516
8591,244.40138
8592,336.2279
8593,643.4403
8594,838.3131
8595,-3.5720854
8596,577.6566
8597,716.87286
8598,744.7694
8599,312.7445
8600,303.47662
8601,637.2466
8602,851.2562
8603,292.8372
8604,0.24892972
8605,299.23956
8606,366.37048
8607,397.178
8608,350.81726
8609,493.64786
8610,831.51746
8611,202.16954
8612,310.9072
8613,543.4356
8614,1086.1217
8615,303.23904
8616,163.75601
8617,225.44106
8618,235.09978
8619,573.8353
8620,249.43301
8621,465.44327
8622,611.8342
8623,24.168993
8624,346.896
8625,575.04474
8626,951.8374
8627,294.1911
8628,342.59412
8629,379.18732
8630,457.36948
8631,343.89395
8632,834.71783
8633,317.54977
8634,387.4778
8635,19.497967
8636,266.65494
8637,63.601055
8638,860.1252
8639,152.58841
8640,197.54408
8641,745.9989
8642,144.88501
8643,469.51657
8644,1130.8251
8645,9.967626
8646,544.1197
8647,399.77576
8648,839.7558
8649,7.184037
8650,357.72583
8651,519.7453
8652,649.1009
8653,339.78302
8654,348.81888
8655,301.73407
8656,492.3417
8657,43.6181
8658,423.93533
8659,436.72058
8660,749.6448
8661,255.00342
8662,460.87253
8663,271.0924
8664,566.8338
8665,365.89038
8666,569.03485
8667,112.68069
8668,546.39246
8669,71.99601
8670,426.45526
8671,499.24792
8672,454.04947
8673,268.1741
8674,643.2943
8675,368.3067
8676,632.03656
8677,26.41565
8678,374.67142
8679,307.3427
8680,745.99756
8681,345.84537
8682,502.1693
8683,375.2371
8684,359.8525
8685,331.53308
8686,657.39886
8687,423.46075
8688,566.448
8689,310.4784
8690,449.9319
8691,606.479
8692,647.96906
8693,392.65988
8694,369.47495
8695,370.50092
8696,495.34775
8697,356.17065
8698,713.6502
8699,353.80826
8700,551.1216
8701,375.6527
8702,841.10657
8703,517.63446
8704,824.2702
8705,398.81345
8706,22.694986
8707,363.706
8708,801.47974
8709,610.26886
8710,1005.1104
8711,731.80316
8712,387.773
8713,459.7544
8714,752.09656
8715,50.049587
8716,222.72572
8717,179.14677
8718,540.33813
8719,464.08206
8720,329.137
8721,216.28285
8722,496.0706
8723,61.865932
8724,367.6787
8725,320.62228
8726,660.408
8727,286.52344
8728,383.56934
8729,430.906
8730,142.29529
8731,423.49384
8732,798.13574
8733,497.66675
8734,358.6995
8735,632.3267
8736,249.54813
8737,25.373415
8738,445.5334
8739,396.17853
8740,311.85574
8741,25.736088
8742,257.5997
8743,193.7949
8744,377.92136
8745,215.92989
8746,391.30685
8747,384.84326
8748,390.66907
8749,299.12515
8750,246.86148
8751,312.22906
8752,314.17093
8753,383.43024
8754,307.86627
8755,368.87262
8756,752.30414
8757,121.90886
8758,760.3756
8759,316.90878
8760,1172.0834
8761,326.54236
8762,43.573727
8763,530.7443
8764,199.68387
8765,318.95605
8766,910.48706
8767,3.6633086
8768,37.66731
8769,394.39545
8770,483.70618
8771,459.07706
8772,703.435
8773,10.307953
8774,407.738
8775,319.87015
8776,588.581
8777,231.2846
8778,137.57777
8779,303.94995
8780,456.77234
8781,593.66504
8782,621.23914
8783,378.5242
8784,618.6734
8785,353.50873
8786,733.1703
8787,215.17235
8788,363.36273
8789,526.439
8790,831.751
8791,217.21533
8792,392.2799
8793,641.5237
8794,901.554
8795,16.034527
8796,379.58844
8797,488.01855
8798,301.59915
8799,292.95236
8800,584.3386
8801,201.82722
8802,134.25294
8803,548.58057
8804,801.613
8805,198.27383
8806,612.78625
8807,739.58374
8808,751.81726
8809,26.109392
8810,327.33768
8811,318.52695
8812,748.75354
8813,11.503766
8814,256.71088
8815,-6.0713058
8816,341.21008
8817,309.41824
8818,296.42947
8819,250.86543
8820,521.5059
8821,362.556
8822,342.21994
8823,802.16864
8824,1133.9856
8825,378.00848
8826,390.19275
8827,512.93945
8828,873.7162
8829,393.11093
8830,344.90167
8831,58.140247
8832,590.84845
8833,253.93971
8834,612.0305
8835,290.35233
8836,1140.5679
8837,50.490063
8838,224.66898
8839,518.5433
8840,535.9254
8841,29.321882
8842,266.21326
8843,454.4059
8844,489.2872
8845,352.74048
8846,429.77972
8847,413.9411
8848,1454.461
8849,434.47485
8850,86.48269
8851,728.9692
8852,326.4283
8853,323.23523
8854,873.79004
8855,40.38416
8856,470.30096
8857,567.08765
8858,1122.5479
8859,291.77585
8860,278.24042
8861,299.73026
8862,406.78793
8863,257.0964
8864,382.6064
8865,252.07512
8866,526.55444
8867,350.94547
8868,972.212
8869,29.216555
8870,263.17953
8871,508.78308
8872,444.92715
8873,511.47183
8874,1064.0541
8875,43.515453
8876,439.29602
8877,438.68875
8878,928.9649
8879,308.6039
8880,381.0821
8881,295.36798
8882,1582.7313
8883,29.588423
8884,92.4366
8885,858.81165
8886,288.10745
8887,83.34685
8888,1661.7875
8889,-0.49664232
8890,662.74493
8891,634.1694
8892,659.38293
8893,30.495173
8894,411.93988
8895,403.3627
8896,600.75305
8897,699.74347
8898,674.9336
8899,792.99713
8900,758.4674
8901,29.93009
8902,352.2923
8903,566.5167
8904,974.3717
8905,355.76376
8906,711.4516
8907,513.55566
8908,934.07556
8909,326.54547
8910,368.20914
8911,482.1926
8912,436.49704
8913,252.28839
8914,555.48816
8915,290.08594
8916,1108.4188
8917,352.0555
8918,91.98202
8919,280.72565
8920,474.62796
8921,307.1436
8922,352.21945
8923,445.53378
8924,815.24664
8925,219.01529
8926,352.37332
8927,128.7743
8928,544.4331
8929,62.946323
8930,262.44778
8931,372.60416
8932,470.34805
8933,228.83366
8934,603.72815
8935,969.1023
8936,733.2966
8937,422.53433
8938,484.9415
8939,283.16953
8940,556.1986
8941,381.74646
8942,382.5537
8943,373.52222
8944,411.56802
8945,86.41135
8946,105.740814
8947,279.98105
8948,590.7104
8949,262.20468
8950,1028.643
8951,27.445866
8952,11.372629
8953,378.85495
8954,166.02686
8955,495.50552
8956,846.7409
8957,335.03644
8958,345.0657
8959,211.62419
8960,537.3755
8961,450.77148
8962,305.90277
8963,511.102
8964,63.143375
8965,53.764835
8966,54.590168
8967,481.17328
8968,57.39586
8969,250.04518
8970,342.83505
8971,209.83563
8972,432.29517
8973,343.2677
8974,534.7035
8975,263.02933
8976,52.92782
8977,364.3602
8978,247.30281
8979,381.17554
8980,298.8211
8981,383.60104
8982,709.0435
8983,309.4516
8984,750.3826
8985,672.36206
8986,651.0666
8987,529.5111
8988,397.9853
8989,150.00786
8990,416.10284
8991,291.8432
8992,226.78127
8993,240.38985
8994,261.26877
8995,777.40735
8996,453.43536
8997,113.09906
8998,473.2739
8999,541.2447
9000,652.7857
9001,459.0819
9002,525.8281
9003,259.3734
9004,556.48755
9005,74.48673
9006,568.7742
9007,313.87234
9008,462.76938
9009,327.86722
9010,25.365149
9011,379.28735
9012,415.9439
9013,455.01935
9014,625.1415
9015,347.74374
9016,417.55032
9017,180.94829
9018,618.9247
9019,19.791567
9020,86.094185
9021,475.7609
9022,446.83694
9023,342.26437
9024,501.29587
9025,202.1274
9026,506.23987
9027,23.784142
9028,390.52692
9029,425.21332
9030,592.3914
9031,131.3167
9032,323.6205
9033,457.00528
9034,577.0082
9035,306.84702
9036,253.89227
9037,407.73505
9038,685.5827
9039,316.9232
9040,617.8153
9041,256.10388
9042,731.9022
9043,351.07306
9044,640.8679
9045,456.0289
9046,20.946075
9047,103.49861
9048,148.36554
9049,282.34515
9050,411.39877
9051,217.98813
9052,422.45203
9053,415.60864
9054,539.8925
9055,362.52435
9056,547.4804
9057,303.2125
9058,580.3195
9059,192.16359
9060,421.4646
9061,186.69801
9062,531.7992
9063,57.864674
9064,53.29366
9065,438.18497
9066,261.2124
9067,383.17227
9068,312.19785
9069,736.92255
9070,643.5042
9071,430.54404
9072,490.08832
9073,396.786
9074,119.85127
9075,468.79373
9076,388.024
9077,543.56885
9078,828.21594
9079,97.26999
9080,537.56793
9081,453.94482
9082,490.59
9083,285.98868
9084,412.91144
9085,326.12866
9086,476.71432
9087,315.2583
9088,758.11957
9089,28.190237
9090,397.68942
9091,561.3231
9092,535.59216
9093,449.7835
9094,890.3691
9095,331.72076
9096,358.66595
9097,684.0379
9098,761.16266
9099,295.915
9100,302.22687
9101,551.52625
9102,870.24146
9103,150.5708
9104,332.17557
9105,448.52795
9106,1059.6472
9107,285.89844
9108,406.13278
9109,783.95337
9110,894.6394
9111,29.4115
9112,134.43878
9113,361.9209
9114,297.68982
9115,311.76044
9116,633.32434
9117,311.6224
9118,863.7924
9119,161.45868
9120,640.9496
9121,330.57547
9122,214.24352
9123,331.32043
9124,475.43057
9125,260.05707
9126,736.1639
9127,107.31799
9128,669.3149
9129,813.26855
9130,749.73315
9131,259.60095
9132,362.2894
9133,277.42834
9134,347.29596
9135,-3.5365407
9136,393.80478
9137,363.48117
9138,1249.7189
9139,300.20688
9140,13.614795
9141,805.76636
9142,438.0709
9143,401.46555
9144,982.23145
9145,275.88806
9146,258.34735
9147,278.60825
9148,300.22824
9149,303.36813
9150,180.6022
9151,139.83736
9152,1013.0909
9153,4.3050227
9154,337.76654
9155,490.3602
9156,472.29053
9157,306.60477
9158,424.0866
9159,403.8719
9160,359.72903
9161,364.46262
9162,466.84973
9163,480.1686
9164,612.7245
9165,438.13803
9166,427.4261
9167,68.7255
9168,144.22449
9169,692.42664
9170,496.6889
9171,901.3848
9172,853.7255
9173,327.70026
9174,414.09988
9175,322.16223
9176,598.6974
9177,491.5454
9178,488.25882
9179,724.9615
9180,508.80215
9181,540.4405
9182,749.3274
9183,358.1169
9184,752.5159
9185,735.4484
9186,817.20825
9187,673.62823
9188,404.6827
9189,356.984
9190,566.9722
9191,386.15305
9192,311.71817
9193,465.78098
9194,498.8651
9195,134.292
9196,822.87445
9197,620.3681
9198,50.316547
9199,536.03436
9200,469.83972
9201,325.73642
9202,502.80627
9203,402.43097
9204,341.1113
9205,508.94153
9206,60.73314
9207,148.99867
9208,455.0289
9209,72.23468
9210,301.64133
9211,334.7898
9212,593.0762
9213,265.2157
9214,708.885
9215,362.8014
9216,608.1398
9217,433.08606
9218,617.5054
9219,525.73083
9220,78.10715
9221,645.16034
9222,175.18253
9223,478.92584
9224,486.93472
9225,260.5286
9226,434.2829
9227,359.90176
9228,293.9885
9229,508.48666
9230,480.41376
9231,426.82892
9232,304.5394
9233,504.1507
9234,732.5273
9235,3.9459522
9236,243.09724
9237,71.58399
9238,460.22757
9239,330.59146
9240,549.65955
9241,602.79675
9242,688.6096
9243,315.86642
9244,481.23462
9245,225.23032
9246,568.4992
9247,361.9621
9248,722.10614
9249,236.57735
9250,188.80167
9251,610.58484
9252,373.03555
9253,425.4925
9254,1249.5796
9255,-6.6301866
9256,296.46848
9257,410.2265
9258,246.54315
9259,260.7752
9260,831.10724
9261,41.31735
9262,655.7986
9263,385.86826
9264,901.45856
9265,345.574
9266,525.4027
9267,597.64233
9268,945.14685
9269,21.265877
9270,487.60165
9271,825.7617
9272,720.5852
9273,-3.1598117
9274,-3.1598117
9275,492.66537
9276,412.72192
9277,308.2592
9278,1411.3472
9279,-4.3384886
9280,443.9406
9281,382.7183
9282,700.86224
9283,534.9456
9284,1722.8972
9285,544.41046
9286,635.7885
9287,470.62085
9288,726.85205
9289,297.24313
9290,906.9804
9291,98.09087
9292,257.76675
9293,734.482
9294,273.14667
9295,365.9267
9296,601.37964
9297,298.29486
9298,213.2452
9299,70.79305
9300,771.5657
9301,548.80286
9302,660.72284
9303,342.1943
9304,726.49603
9305,72.51501
9306,226.46727
9307,419.015
9308,590.5294
9309,395.7347
9310,169.15085
9311,259.21765
9312,392.73138
9313,56.49382
9314,62.351627
9315,319.60416
9316,185.52121
9317,104.72051
9318,376.31476
9319,81.7515
9320,73.37874
9321,321.4194
9322,372.21677
9323,469.57574
9324,339.48822
9325,76.67998
9326,98.80364
9327,357.4374
9328,286.05005
9329,300.8392
9330,551.7078
9331,83.64086
9332,55.93549
9333,235.75879
9334,503.84796
9335,1011.73334
9336,380.46808
9337,71.39103
9338,330.93716
9339,266.98993
9340,872.45624
9341,117.686005
9342,396.05496
9343,416.4192
9344,1170.8086
9345,495.8362
9346,431.8944
9347,523.02234
9348,919.15533
9349,300.99857
9350,561.6891
9351,347.61014
9352,856.27673
9353,20.243828
9354,17.847593
9355,374.12946
9356,-4.150351
9357,310.2375
9358,176.34814
9359,183.80385
9360,965.3703
9361,317.53568
9362,573.7818
9363,130.3251
9364,201.53734
9365,628.08264
9366,263.89255
9367,396.73685
9368,744.0562
9369,137.39151
9370,367.4727
9371,461.70486
9372,1256.3398
9373,39.888348
9374,348.3036
9375,791.411
9376,486.0411
9377,441.79712
9378,661.88293
9379,360.17532
9380,548.0686
9381,21.740463
9382,109.288704
9383,150.66139
9384,340.833
9385,501.70038
9386,154.66464
9387,454.3267
9388,938.9526
9389,369.26312
9390,117.551674
9391,226.83003
9392,234.38347
9393,213.90465
9394,377.11395
9395,276.5134
9396,661.2229
9397,434.20584
9398,767.8321
9399,320.43387
9400,365.37628
9401,402.0188
9402,319.75488
9403,229.62662
9404,511.2572
9405,420.7606
9406,805.646
9407,193.6901
9408,356.37943
9409,434.3492
9410,773.87915
9411,327.01648
9412,570.4404
9413,182.02031
9414,369.9805
9415,386.04037
9416,422.4476
9417,313.97018
9418,437.63004
9419,692.02734
9420,511.57718
9421,222.04752
9422,629.9683
9423,340.91992
9424,433.03152
9425,377.70697
9426,879.76556
9427,298.43018
9428,382.63312
9429,210.15227
9430,171.03282
9431,542.1833
9432,745.05426
9433,157.66261
9434,390.6357
9435,570.0634
9436,692.8455
9437,300.40567
9438,616.24097
9439,385.94397
9440,832.70544
9441,532.5256
9442,381.60043
9443,-10.351203
9444,10.718536
9445,314.43427
9446,230.1213
9447,19.12079
9448,407.00668
9449,422.89746
9450,830.63763
9451,537.78955
9452,288.8094
9453,162.99774
9454,325.43008
9455,112.161095
9456,369.78018
9457,99.37725
9458,407.98697
9459,578.18036
9460,981.8488
9461,449.84998
9462,288.92944
9463,42.792946
9464,98.54747
9465,407.67667
9466,307.50842
9467,472.97348
9468,625.6398
9469,214.21971
9470,321.19028
9471,538.5297
9472,437.44012
9473,494.72363
9474,741.9465
9475,313.85458
9476,364.92145
9477,70.85922
9478,524.18866
9479,442.1883
9480,908.8138
9481,295.16913
9482,362.06192
9483,215.58502
9484,361.91046
9485,250.06659
9486,626.42017
9487,604.48236
9488,794.53125
9489,111.07359
9490,419.9953
9491,307.16852
9492,557.0286
9493,302.84348
9494,446.7154
9495,267.80197
9496,897.95026
9497,395.8522
9498,589.128
9499,424.70602
9500,839.68384
9501,324.62088
9502,426.73776
9503,566.4397
9504,923.05194
9505,38.618614
9506,221.84914
9507,394.535
9508,870.8738
9509,15.984871
9510,485.3734
9511,357.7933
9512,1095.7097
9513,190.1476
9514,969.1651
9515,502.82053
9516,331.91977
9517,31.908426
9518,340.5589
9519,124.96892
9520,319.67694
9521,265.03094
9522,551.00696
9523,319.37402
9524,353.43295
9525,329.63376
9526,245.36725
9527,330.93744
9528,393.02176
9529,254.2321
9530,148.52
9531,8.2298765
9532,0.62739354
9533,340.9792
9534,135.35121
9535,292.26337
9536,302.71228
9537,371.3654
9538,224.40819
9539,312.26483
9540,290.93488
9541,292.7678
9542,171.6934
9543,340.78067
9544,522.9156
9545,372.10495
9546,660.5471
9547,376.07025
9548,810.25464
9549,303.29813
9550,674.71936
9551,117.603004
9552,967.89246
9553,620.63495
9554,713.55884
9555,304.17987
9556,739.4656
9557,352.47812
9558,520.63434
9559,387.91577
9560,780.6311
9561,283.3638
9562,665.62335
9563,243.10695
9564,465.7582
9565,182.73618
9566,388.788
9567,401.19806
9568,402.51218
9569,304.30728
9570,232.33246
9571,432.8078
9572,178.32988
9573,973.65356
9574,815.38336
9575,427.02563
9576,512.45575
9577,223.41519
9578,235.91565
9579,430.72546
9580,981.5568
9581,10.347031
9582,488.9448
9583,42.13284
9584,497.4808
9585,70.507034
9586,439.5401
9587,166.57312
9588,303.87048
9589,291.12445
9590,619.7927
9591,550.83356
9592,683.0209
9593,296.30466
9594,556.0225
9595,10.404909
